iteration,model number,run directory,ref run,status,fitness,model,ofv,success,covariance,correlation,ntheta,nomega,nsigm,condition num,r penalty,python penalty,translation messages,runtime errors
3,40,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/40,,Done,14529.515367,11101110120101011,14349.698759202909,False,False,False,12,6,1,99999999,0,179.81660826627208,,
3,36,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/36,,Done,14492.316935,11111111120100100,14348.339078940677,False,True,True,11,6,1,9.438875455799785,0,143.97785616307164,,
3,30,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/30,,Done,14400.173667,10111111120100100,14242.368251737524,False,True,True,11,6,1,5.967412360933448,0,157.80541529257405,,
3,05,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/05,,Done,14422.559504,11111101120101111,14219.186408706319,False,False,False,13,6,1,99999999,0,203.37309522745701,,
3,39,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/39,,Done,14609.044045,11110100120101000,14394.362215895722,False,False,False,11,6,1,99999999,0,214.68182873864032,,
3,04,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/04,,Done,14431.928920,10111100122101010,14162.361803521082,False,False,False,12,6,1,99999999,0,269.5671162456274,,
3,18,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/18,,Done,14375.804168,10101111122101010,14163.314218207131,False,False,False,12,6,1,99999999,0,212.48995019535357,,
3,37,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/37,,Done,14400.995173,10100100122101110,14126.464047665548,False,False,False,13,6,1,99999999,0,274.5311256352478,,
3,17,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/17,,Done,14506.930351,11111110122101010,14304.693878307997,False,False,False,12,6,1,99999999,0,202.23647261487326,,
3,07,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/07,,Done,14555.776594,10110100122101100,14242.523574091374,False,False,False,12,6,1,99999999,0,313.2530195611416,,
4,35,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/35,,Done,15063.241852,01100110012000111,14980.226836628179,False,True,True,6,4,1,4.836464446463343,0,83.01501553246112,,
4,32,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/32,,Done,15061.200981,01100110012010101,14957.540421888458,False,True,True,7,4,1,6.168150862078431,0,103.66055943418696,,
4,16,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/16,,Done,15124.203198,00111101120001111,14981.070244171204,False,False,False,8,4,1,99999999,0,143.13295355175774,,
4,34,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/34,,Done,283291.650706,01101010112010101,14960.18281554717,False,False,False,7,4,1,99999999,0,268331.4678907721,,
4,38,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/38,,Done,21127.059529,01111011112011111,14901.055034839685,False,True,True,9,5,1,16.19180123153453,0,6226.004494487083,,
4,31,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/31,,Done,56858.615329,01101010012000100,14979.59233122532,False,False,False,6,4,1,99999999,0,41879.022997649874,,
4,29,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/29,,Done,25534.040256,01101011012000100,14931.664561614636,False,True,True,7,5,1,13.59068611878798,0,10602.375694398517,,
4,26,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/26,,Done,14315.994858,10101101122000111,14173.5520121383,False,True,True,11,6,1,9.290346336964795,0,142.44284628690468,,
4,17,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/17,,Done,17861.456515,01011111012001100,14923.027348215295,False,False,False,8,5,1,99999999,0,2938.4291671434567,,
4,25,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/25,,Done,14478.717415,11100111120000011,14378.717414528317,False,True,True,10,6,1,6.227259678895442,0,100.0,,
4,18,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/18,,Done,15098.045919,01001111012000100,14928.894254427001,False,True,True,7,5,1,8.65370506172792,0,169.15166498039002,,
4,03,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/03,,Done,14496.385684,11111111120100101,14376.745027519351,False,True,True,11,6,1,8.709294496700991,0,119.64065613359601,,
4,14,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/14,,Done,14366.887662,11100100122000111,14246.116818790962,False,True,True,11,6,1,8.482253503020788,0,120.77084364763539,,
4,20,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/20,,Done,14482.910880,11111101122000011,14372.37804128785,False,True,True,10,6,1,6.140903501588353,0,110.53283876133459,,
4,30,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/30,,Done,14544.282320,11101100122100000,14393.559631289592,False,False,False,10,6,1,99999999,0,150.7226891179292,,
4,39,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/39,,Done,14666.578116,11100100122001001,14493.683055366786,False,False,False,10,6,1,99999999,0,172.89506016055438,,
4,23,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/23,,Done,14325.844483,10111111120000010,14192.483475841284,False,True,True,10,6,1,12.652672061314608,0,133.36100699482316,,
4,24,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/24,,Done,14369.526214,10100100120000010,14191.23619726315,False,True,True,10,6,1,17.41870286827215,0,178.29001675548673,,
4,08,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/08,,Done,14418.979843,10110111122100000,14276.1376289848,False,True,True,10,6,1,5.609174163809013,0,142.84221449933204,,
4,11,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/11,,Done,14406.555596,10110100120001011,14210.451811667068,False,False,False,11,6,1,99999999,0,196.10378398470243,,
4,06,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/06,,Done,14523.469675,11111111121100000,14406.010175161087,False,True,True,10,6,1,5.542328986724159,0,117.45949986423597,,
4,10,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/10,,Done,14456.698880,11111100120000010,14326.507692171457,False,True,True,10,6,1,5.798226780494301,0,130.1911880155774,,
4,02,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/02,,Done,14555.740526,11101101121101011,14364.69689239313,False,False,False,12,6,1,99999999,0,191.04363382232228,,
4,12,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/12,,Done,14381.341533,10110100120001111,14173.638394033902,False,False,False,12,6,1,99999999,0,207.70313927844848,,
4,13,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/13,,Done,14368.957236,11100101120000110,14227.014258312438,False,True,True,11,6,1,8.087175768461073,0,141.94297768979237,,
4,40,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/40,,Done,14656.157051,11110110120001001,14500.24772553779,False,False,False,10,6,1,99999999,0,155.9093256509016,,
4,04,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/04,,Done,14644.762704,11101111121101001,14473.230248018086,False,False,False,11,6,1,99999999,0,171.53245612286423,,
4,15,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/15,,Done,14548.869598,11111101122001011,14372.790901789,False,False,False,11,6,1,99999999,0,176.0786960838118,,
4,21,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/21,,Done,14431.181682,11111101120001111,14246.43157716985,False,False,False,12,6,1,99999999,0,184.7501044727348,,
4,07,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/07,,Done,14559.994770,11110111120101101,14376.3804258695,False,False,False,12,6,1,99999999,0,183.61434409553584,,
4,37,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/37,,Done,14640.957476,11111011012000101,14341.26508142291,False,False,False,10,7,1,99999999,0,299.69239447919796,,
4,01,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/01,,Done,14588.063544,11110111120101000,14406.011590105458,False,False,False,11,6,1,99999999,0,182.05195398336582,,
4,09,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/09,,Done,14481.013017,10100111122101000,14276.045332654992,False,False,False,11,6,1,99999999,0,204.96768459801285,,
4,33,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/33,,Done,14432.561935,11110101122001110,14227.359982350641,False,False,False,12,6,1,99999999,0,205.20195311257072,,
4,28,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/28,,Done,14507.816428,11111101122101010,14295.56086796857,False,False,False,12,6,1,99999999,0,212.2555602613256,,
4,05,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/05,,Done,14423.274086,11110101121101110,14199.01562775365,False,False,False,13,6,1,99999999,0,224.25845856092263,,
4,36,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/36,,Done,14569.919054,11110101120001100,14367.971927857621,False,False,False,11,6,1,99999999,0,201.94712622873965,,
4,27,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/27,,Done,65483.412205,11001111012001100,14131.517289226726,False,True,True,11,7,1,36.41806612000244,0,51351.89491621263,,
4,22,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/22,,Done,14682.708706,11101111012000100,14489.88739429888,False,False,False,10,7,1,99999999,0,192.82131121600602,,
4,19,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/4/19,,Done,53385.522924,11011111012000100,14129.559697440549,False,False,False,10,7,1,99999999,0,39255.96322655581,,
FND01,05,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/05,,Done,51483.773808,10010110100101111,15116.511565986539,False,True,True,11,5,1,19.117878351955675,0,36367.26224156259,,
FND01,14,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/14,,Done,14732.088348,10001101122000111,14076.729257353345,False,True,True,11,6,1,6.5950268805128855,0,655.359091004483,,
FND01,08,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/08,,Done,14207.702792,10010110120100111,14048.449202471835,False,True,True,12,6,1,6.057752717794988,0,159.25358913554282,,
FND01,15,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/15,,Done,14301.907420,10101111122000111,14175.900535794188,False,True,True,11,6,1,9.713711175757393,0,126.00688390352379,,
FND01,18,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/18,,Done,14314.790225,10101101122100111,14145.903010262835,False,True,True,12,6,1,9.602398311106182,0,168.8872145605728,,
FND01,16,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/16,,Done,18380.138008,10101101022000111,14684.659931243292,False,True,True,10,5,1,10.090475499769893,0,3695.478076260045,,
FND01,20,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/20,,Done,14346.503878,10101101122000011,14210.004467069239,False,True,True,10,6,1,11.87195397311714,0,136.49941102671832,,
FND01,21,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/21,,Done,16606.185368,10101101122000101,14300.354947407257,False,False,False,10,6,1,99999999,0,2305.8304201025476,,
FND01,19,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/19,,Done,62176.349713,10101101122010111,14174.237133330736,False,True,True,12,6,1,9.469304870065827,0,48002.112579284905,,
FND01,03,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/03,,Done,14438.854564,10010100120101111,14048.361740790251,False,False,False,13,6,1,99999999,0,390.49282358756466,,
FND01,04,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/04,,Done,14845.769575,10010110020101111,14629.151860981765,False,False,False,12,5,1,99999999,0,216.61771414266005,,
FND01,10,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/10,,Done,14295.323776,10010110120101101,14085.61240155637,False,False,False,12,6,1,99999999,0,209.71137407514567,,
FND01,09,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/09,,Done,14287.538597,10010110120101011,14079.530133164923,False,False,False,12,6,1,99999999,0,208.0084641393671,,
FND01,07,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/07,,Done,67785.605886,10010110120111111,14048.553925311184,False,False,False,14,6,1,99999999,0,53737.05196039989,,
FND01,06,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/06,,Done,14283.919064,10010110120001111,14076.622020161121,False,False,False,12,6,1,99999999,0,207.29704400263464,,
FND01,22,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/22,,Done,15573365.276104,10101101122000112,13342682.551025422,False,False,False,11,6,1,99999999,0,2230682.725078741,,
FND01,23,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/23,,Done,14330.694983,10101101122000110,14154.669158597391,False,True,True,11,6,1,9.677544905998001,0,176.0258239226601,,
FND01,02,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/02,,Done,14352.325764,11010110120101111,14144.722882352511,False,False,False,13,6,1,99999999,0,207.60288191155198,,
FND01,11,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/11,,Done,20335134.573701,10010110120101112,18992459.865625963,False,False,False,13,6,1,99999999,0,1342674.708075514,,
FND01,12,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/12,,Done,14271.188539,10010110120101110,14027.392910919434,False,False,False,13,6,1,99999999,0,243.79562818774212,,
FND01,01,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/01,,Done,32812.647720,20010110120101111,14116.139543911451,False,False,False,13,8,1,99999999,0,18696.508175921674,,
FND01,13,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/13,,Done,52197.743688,20101101122000111,14233.184210635387,False,False,False,11,8,1,99999999,0,37964.55947702199,,
FND01,17,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND01/17,,Done,1105764.959379,10101101102000111,14481.16314320079,False,False,False,10,6,1,99999999,0,1091283.7962357923,,
FND02,03,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/03,,Done,14564.022353,10010100120100111,14048.271565391657,False,True,True,12,6,1,6.811859060020287,0,515.750787498139,,
FND02,04,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/04,,Done,14779.973165,10010110020100111,14629.17473223699,False,True,True,11,5,1,6.581832290718042,0,150.79843251920218,,
FND02,05,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/05,,Done,605447.044567,10010110100100111,15117.233553086971,False,False,False,10,5,1,99999999,0,590329.8110138229,,
FND02,06,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/06,,Done,14218.271463,10010110120000111,14076.638054232946,False,True,True,11,6,1,6.042588268877032,0,141.63340920881132,,
FND02,09,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/09,,Done,14230.739903,10010110120100101,14085.75842350958,False,True,True,11,6,1,5.508628693426728,0,144.98147903970903,,
FND02,08,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/08,,Done,14222.243474,10010110120100011,14079.511441989449,False,True,True,11,6,1,5.82958731108084,0,142.7320321831874,,
FND02,07,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/07,,Done,60180.237171,10010110120110111,14048.428043893899,False,True,True,13,6,1,6.235461127628121,0,46131.809127439614,,
FND02,02,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/02,,Done,14287.309037,11010110120100111,14144.45521387612,False,True,True,12,6,1,7.096665258860944,0,142.85382289542744,,
FND02,14,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/14,,Done,14801.184578,10101111022000111,14685.46414765944,False,True,True,10,5,1,7.833884396314228,0,115.72043025748869,,
FND02,17,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/17,,Done,14322.513956,10101111122000011,14211.733529519526,False,True,True,10,6,1,11.165503908295385,0,110.78042623297675,,
FND02,15,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/15,,Done,86606.664008,10101111122010111,14176.227991806401,False,True,True,12,6,1,9.810759579917589,0,72430.43601569781,,
FND02,18,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/18,,Done,14418.150043,10101111122000101,14300.535403668768,False,True,True,10,6,1,5.847281450988848,0,117.61463900247168,,
FND02,13,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/13,,Done,14364.397968,11101111122000111,14253.876925878702,False,True,True,11,6,1,8.690633555815317,0,110.52104168380383,,
FND02,19,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/19,,Done,19856803.138286,10101111122000112,17707002.170413055,False,False,False,11,6,1,99999999,0,2149800.967873281,,
FND02,10,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/10,,Done,22918122.037250,10010110120100112,19313724.826621,False,False,False,12,6,1,99999999,0,3604397.21062863,,
FND02,11,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/11,,Done,14205.847704,10010110120100110,14027.092219226732,False,True,True,12,6,1,6.04506546944503,0,178.75548430629914,,
FND02,20,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/20,,Done,14301.128956,10101111122000110,14156.399119216647,False,True,True,11,6,1,9.688521688858303,0,144.72983727229203,,
FND02,16,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/16,,Done,14365.633665,10101111122001111,14176.00375270262,False,False,False,12,6,1,99999999,0,189.62991215310126,,
FND02,01,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/01,,Done,38233.458952,20010110120100111,14116.177848281237,False,False,False,12,8,1,99999999,0,24117.281103248628,,
FND02,12,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND02/12,,Done,41857.401026,20101111122000111,14309.56940388492,False,False,False,11,8,1,99999999,0,27547.831622584315,,
FND03,03,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/03,,Done,14843.267526,10010100120100110,14026.820897259007,False,True,True,12,6,1,7.049926899784722,0,816.4466285548863,,
FND03,04,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/04,,Done,14791.046197,10010110020100110,14613.092904519492,False,True,True,11,5,1,6.630121503166638,0,177.95329210823564,,
FND03,08,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/08,,Done,14220.722937,10010110120100010,14058.514759714433,False,True,True,11,6,1,5.841699299339502,0,162.2081776107937,,
FND03,05,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/05,,Done,817857.784904,10010110100100110,15106.724672813909,False,False,False,10,5,1,99999999,0,802751.0602311031,,
FND03,09,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/09,,Done,14225.815639,10010110120100100,14061.97325895607,False,True,True,11,6,1,5.433964246472045,0,163.84237965710622,,
FND03,07,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/07,,Done,114218.472574,10010110120110110,14026.789395628133,False,True,True,13,6,1,6.274843906225551,0,100191.68317874732,,
FND03,06,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/06,,Done,14215.971032,10010110120000110,14055.224936901277,False,True,True,11,6,1,6.058143873831489,0,160.74609545182108,,
FND03,12,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/12,,Done,14818.264725,10101111022000110,14673.51779417577,False,True,True,10,5,1,7.912089089601787,0,144.74693088476533,,
FND03,02,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/02,,Done,14285.528659,11010110120100110,14121.515853002293,False,True,True,12,6,1,6.840717481074452,0,164.0128060836593,,
FND03,16,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/16,,Done,14411.618903,10101111122000100,14270.798134813036,False,True,True,10,6,1,6.0880015278301185,0,140.82076822410752,,
FND03,14,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/14,,Done,46876.276273,10101111122010110,14156.410906024781,False,True,True,12,6,1,9.91678461009461,0,32719.8653667335,,
FND03,11,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/11,,Done,14365.488120,11101111122000110,14233.61396221519,False,True,True,11,6,1,8.8926745844454,0,131.87415786844645,,
FND03,15,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/15,,Done,14366.909117,10101111122001110,14156.492107744487,False,False,False,12,6,1,99999999,0,210.41700906002416,,
FND03,01,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/01,,Done,47528.333940,20010110120100110,14091.91271822247,False,False,False,12,8,1,99999999,0,33436.42122211773,,
FND03,10,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/10,,Done,1014515.268903,20101111122000110,14170.715281491424,False,False,False,11,8,1,99999999,0,1000344.5536217012,,
FND03,13,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/FND03/13,,Done,248922.455753,10101111102000110,15680.248253560401,False,False,False,10,6,1,99999999,0,233242.20749982446,,
